No.	Functions	DeviceProperty Code / Command Id	Mode	ILX-LR1	ILCE-1M2	ILCE-1	ILCE-9M3	ILCE-9M2	ILCE-7RM5	ILCE-7RM4A	ILCE-7RM4	ILCE-7CR	ILCE-7SM3	ILCE-7M4	ILCE-7CM2	ILCE-7C	ILCE-6700	MPC-2610	ILME-FX6	ILME-FX2	ILME-FX3A	ILME-FX3	ILME-FX30	PXW-Z200	HXR-NX800	ZV-E1	ZV-E10M2	DSC-RX0M2	ILME-FR7	BRC-AM7
749	Interval REC(Movie) Frames	:ref:`CrDeviceProperty_Movie_IntervalRecFrames<dp-Movie_IntervalRecFrames>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-
750	Imager Scan Mode	:ref:`CrDeviceProperty_ImagerScanMode<dp-ImagerScanMode>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-
751	Recording Resolution For RAW(Movie)	:ref:`CrDeviceProperty_Movie_RecordingResolutionForRAW<dp-Movie_RecordingResolutionForRAW>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-
752	Shooting Enable Setting License	:ref:`CrDeviceProperty_ShootingEnableSettingLicense<dp-ShootingEnableSettingLicense>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
753	Video Recording Format Bitrate Setting	:ref:`CrDeviceProperty_VideoRecordingFormatBitrateSetting<dp-VideoRecordingFormatBitrateSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1
754	Video Recording Format Quality	:ref:`CrDeviceProperty_VideoRecordingFormatQuality<dp-VideoRecordingFormatQuality>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
755	LiveView Image Quality by Numerical Value	:ref:`CrDeviceProperty_LiveViewImageQualityByNumericalValue<dp-LiveViewImageQualityByNumericalValue>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔
756	Lens Serial Number	:ref:`CrDeviceProperty_LensSerialNumber<dp-LensSerialNumber>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-
757	Video Stream Select	:ref:`CrDeviceProperty_VideoStreamSelect<dp-VideoStreamSelect>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
758	Stream Display Name	:ref:`CrDeviceProperty_StreamDisplayName<dp-StreamDisplayName>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
759	Video Stream Resolution	:ref:`CrDeviceProperty_VideoStreamResolution<dp-VideoStreamResolution>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
760	Video Stream Max Bit Rate	:ref:`CrDeviceProperty_VideoStreamMaxBitRate<dp-VideoStreamMaxBitRate>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
761	Video Stream Adaptive Rate Control	:ref:`CrDeviceProperty_VideoStreamAdaptiveRateControl<dp-VideoStreamAdaptiveRateControl>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
762	Video Stream Codec	:ref:`CrDeviceProperty_VideoStreamCodec<dp-VideoStreamCodec>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
763	Video Stream Resolution Method	:ref:`CrDeviceProperty_VideoStreamResolutionMethod<dp-VideoStreamResolutionMethod>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
764	Video Stream Movie Rec Permission	:ref:`CrDeviceProperty_VideoStreamMovieRecPermission<dp-VideoStreamMovieRecPermission>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
765	Video Stream Bit Rate Compression Mode	:ref:`CrDeviceProperty_VideoStreamBitRateCompressionMode<dp-VideoStreamBitRateCompressionMode>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
766	Video Stream Bit Rate VBR Mode	:ref:`CrDeviceProperty_VideoStreamBitRateVBRMode<dp-VideoStreamBitRateVBRMode>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
767	Stream Latency	:ref:`CrDeviceProperty_StreamLatency<dp-StreamLatency>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
768	Stream TTL	:ref:`CrDeviceProperty_StreamTTL<dp-StreamTTL>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
769	Stream Cipher Type	:ref:`CrDeviceProperty_StreamCipherType<dp-StreamCipherType>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
770	Stream Mode Setting	:ref:`CrDeviceProperty_StreamModeSetting<dp-StreamModeSetting>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
771	Audio Stream Codec Type	:ref:`CrDeviceProperty_AudioStreamCodecType<dp-AudioStreamCodecType>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
772	Audio Stream Sampling Frequency	:ref:`CrDeviceProperty_AudioStreamSamplingFrequency<dp-AudioStreamSamplingFrequency>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
773	Audio Stream Bit Depth	:ref:`CrDeviceProperty_AudioStreamBitDepth<dp-AudioStreamBitDepth>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
774	Audio Stream Channel	:ref:`CrDeviceProperty_AudioStreamChannel<dp-AudioStreamChannel>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1	\*1	\-	\-	\-	\-	\-
775	Home Menu Setting	:ref:`CrDeviceProperty_HomeMenuSetting<dp-HomeMenuSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
776	Custom Grid Line File Command Version	:ref:`CrDeviceProperty_CustomGridLineFileCommandVersion<dp-CustomGridLineFileCommandVersion>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
777	Grid Line Display Playback	:ref:`CrDeviceProperty_GridLineDisplayPlayback<dp-GridLineDisplayPlayback>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
778	Grid Line Type	:ref:`CrDeviceProperty_GridLineType<dp-GridLineType>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
779	High Resolution Shutter Speed Adjust	:ref:`CrDeviceProperty_HighResolutionShutterSpeedAdjust<dp-HighResolutionShutterSpeedAdjust>`	T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
780	High Resolution Shutter Speed Adjust in Integral Multiples	:ref:`CrDeviceProperty_HighResolutionShutterSpeedAdjustInIntegralMultiples<dp-HighResolutionShutterSpeedAdjustInIntegralMultiples>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
781	Top of the Group Shooting Mark Setting	:ref:`CrDeviceProperty_TopOfTheGroupShootingMarkSetting<dp-TopOfTheGroupShootingMarkSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
782	Digital Extender Magnification Setting	:ref:`CrDeviceProperty_DigitalExtenderMagnificationSetting<dp-DigitalExtenderMagnificationSetting>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
783	Area/TimeZone Setting Version	:ref:`CrDeviceProperty_AreaTimeZoneSettingVersion<dp-AreaTimeZoneSettingVersion>`	R/T	\-	✔	✔	✔	\-	\-	\-	\-	✔	✔	✔	✔	\-	✔	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
784	Displayed Menu Status	:ref:`CrDeviceProperty_DisplayedMenuStatus<dp-DisplayedMenuStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\*1	\*1
785	Playback Contents Name	:ref:`CrDeviceProperty_PlaybackContentsName<dp-PlaybackContentsName>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
786	Playback Contents Number	:ref:`CrDeviceProperty_PlaybackContentsNumber<dp-PlaybackContentsNumber>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
787	Playback Contents Total Number	:ref:`CrDeviceProperty_PlaybackContentsTotalNumber<dp-PlaybackContentsTotalNumber>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
788	Playback Contents Recording DateTime	:ref:`CrDeviceProperty_PlaybackContentsRecordingDateTime<dp-PlaybackContentsRecordingDateTime>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
789	Playback Contents Recording Resolution	:ref:`CrDeviceProperty_PlaybackContentsRecordingResolution<dp-PlaybackContentsRecordingResolution>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
790	Playback Contents Recording FrameRate	:ref:`CrDeviceProperty_PlaybackContentsRecordingFrameRate<dp-PlaybackContentsRecordingFrameRate>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
791	Playback Contents Recording File Format	:ref:`CrDeviceProperty_PlaybackContentsRecordingFileFormat<dp-PlaybackContentsRecordingFileFormat>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	✔
792	Playback Contents Gamma Type	:ref:`CrDeviceProperty_PlaybackContentsGammaType<dp-PlaybackContentsGammaType>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
793	BaseLook Name of Playback	:ref:`CrDeviceProperty_BaseLookNameofPlayback<dp-BaseLookNameofPlayback>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
794	BaseLook Applied of Playback	:ref:`CrDeviceProperty_BaseLookAppliedofPlayback<dp-BaseLookAppliedofPlayback>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
795	Monitoring Output Display Setting Dest Assign	:ref:`CrDeviceProperty_MonitoringOutputDisplaySettingDestAssign<dp-MonitoringOutputDisplaySettingDestAssign>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
796	Focus Mode Status	:ref:`CrDeviceProperty_FocusModeStatus<dp-FocusModeStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1
797	Focus Operation with Int16 Enable Status	:ref:`CrDeviceProperty_FocusOperationWithInt16EnableStatus<dp-FocusOperationWithInt16EnableStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
798	Valid Recording Video Format	:ref:`CrDeviceProperty_ValidRecordingVideoFormat<dp-ValidRecordingVideoFormat>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\*1
799	Maximum Size of ImageID String	:ref:`CrDeviceProperty_MaximumSizeOfImageIDString<dp-MaximumSizeOfImageIDString>`	R/T	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-
800	Video Stream Setting Version	:ref:`CrDeviceProperty_VideoStreamSettingVersion<dp-VideoStreamSettingVersion>`	R/T	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
801	Stream Button Enable Status	:ref:`CrDeviceProperty_StreamButtonEnableStatus<dp-StreamButtonEnableStatus>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔	✔	\-	\-	\-	\-	\-
802	Movie Rec Review Playing State	:ref:`CrDeviceProperty_MovieRecReviewPlayingState<dp-MovieRecReviewPlayingState>`	R	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	\-	✔
